event 1,event 2,cost
737,718,251900
818,772,258300
786,693,213200
646,491,256700
272,200,422400
201,157,377300
553,433,294400
870,833,228500
999,945,234600
723,692,245100
1117,1048,229200
497,477,252400
668,582,228600
1034,875,263800
562,504,290700
831,753,264300
958,802,261200
422,355,330800
1100,1070,283500
426,396,315200
727,737,305200
748,666,238000
924,847,221700
1392,1251,351800
964,880,322300
408,369,233300
752,763,289500
1092,922,231900
699,563,252300
817,773,308800
751,608,295200
1100,972,321100
1233,832,335500
679,608,368400
967,823,307900
492,353,352000
624,290,300000
272,55,420000
451,386,290400
705,679,298600
430,445,349300
350,322,288400
269,200,279800
213,179,228600
254,232,305600
634,607,190800
303,306,202700
816,844,229100
535,506,224700
132,125,187500
438,420,81300
392,347,68900
495,475,76900
267,259,72600
384,383,74800
275,261,118800
992,932,101700
97,107,87500
307,307,82800
542,512,58200
408,420,101200
240,228,75300
390,378,86900
929,910,78200
385,375,75600
300,279,104200
172,150,84400
972,979,138900
155,136,58200
307,329,148700
1309,1163,120100
259,222,90100
889,865,103100
433,411,122900
489,460,66500
1133,1072,105000
1336,1283,111400
704,670,78700
886,843,94200
369,325,151600
1206,1141,111100
350,274,114200
204,183,98800
868,781,64800
234,232,136700
466,502,113300
322,333,146500
761,738,86500
245,208,72000
304,285,80800
346,332,85900
352,340,100600
774,766,98100
614,563,81600
863,864,85200
453,434,97800
90,78,77300
490,451,69400
472,463,67900
503,500,75900
449,467,93800
2302,2267,100100
502,463,119200
507,454,116700
718,705,118400
476,412,83100
484,452,84700
458,450,92200
489,444,80400
370,354,61500
772,759,60600
449,399,56600
379,370,59800
444,438,65600
559,517,75800
647,613,141600
494,459,128300
220,200,130700
546,505,108500
578,586,105400
330,227,75800
416,411,129800
466,438,138500
243,252,150800
378,338,116800
236,248,66800
557,549,60400
365,324,48100
640,608,59800
612,589,63000
551,547,66000
271,236,68500
530,513,78600
321,300,80600
265,245,98700
377,384,95500
422,408,59000
332,316,76400
126,124,101600
523,481,66100
514,509,74800
337,327,85400
,181,76400
704,658,97700
501,484,105700
702,639,98500
578,545,76500
250,210,74500
315,321,93400
486,515,171200
461,314,123200
498,273,65800
161,107,78800
573,358,107800
627,468,73200
276,206,52000
639,406,65600
170,129,87500
519,494,141200
577,556,101000
881,734,99500
463,297,80400
524,329,77400
434,318,90300
299,287,77800
549,522,61300
537,461,57800
411,350,64500
516,362,90300
512,442,88700
378,343,77500
247,201,72900
346,287,93000
289,131,71000
129,110,62500
356,190,92400
63,56,68600
292,145,66600
444,216,96100
663,553,43500
835,686,44000
695,601,58600
485,443,55400
350,328,61400
424,314,53500
532,424,64600
477,390,54400
369,273,65400
792,619,62000
360,306,70100
922,869,55700
459,483,81300
664,631,71200
308,285,63200
801,743,57500
414,367,94200
479,430,100000
355,328,60900
789,660,79600
263,241,61700
679,424,63300
797,685,81100
644,566,76100
448,421,46200
419,370,53100
199,169,80100
294,249,71900
513,488,81500
787,702,97100
1031,885,110100
503,445,128800
40,25,57500
386,331,65500
985,815,56000
153,47,34200
824,706,62900
2344,2147,179500
1446,1395,214800
604,552,131000
400,408,124600
557,556,129900
353,392,112700
181,207,93300
478,494,111600
451,426,110800
563,512,111900
440,360,88700
779,741,127000
1079,1058,171900
,516,96700
857,832,94800
2394,2168,225200
188,165,87900
997,965,90000
1194,1081,162500
395,386,94600
1058,990,133300
86,69,109400
373,317,109900
556,486,147900
372,357,97200
895,847,92800
356,307,103500
492,463,107300
388,341,99200
278,269,92800
435,429,145800
524,486,141500
310,323,148200
1084,1019,142900
564,539,126900
500,523,152400
255,243,166900
298,286,109800
504,458,103100
705,620,97900
216,194,93800
353,287,98400
639,529,109700
734,639,103700
1001,874,111800
1167,1025,120000
671,699,121900
159,176,134700
727,680,123700
928,921,150600
790,705,91200
1759,1646,131600
1188,1135,144100
543,531,123600
,738,171100
238,236,86400
260,268,90400
587,573,168500
457,408,185100
428,423,208300
525,491,217500
849,803,201800
278,272,219700
1236,1127,190300
626,626,187100
532,522,195800
2782,2742,229200
1729,1580,210000
118,115,166300
772,724,150600
616,602,143100
145,137,122500
255,263,170200
239,224,328800
265,270,393000
341,308,320400
495,454,176100
651,646,161300
146,154,197700
1042,983,195000
996,978,171300
1234,1177,173400
858,654,305200
795,806,135000
493,488,130600
833,778,144000
199,209,223900
1191,1055,161700
1291,1188,187100
73,42,162500
199,195,98900
251,231,99000
323,298,99000
289,307,107200
221,222,105900
1635,1567,129800
244,254,94200
36,38,105400
702,703,105900
291,271,92200
287,255,110400
131,106,125000
1416,1377,126300
1910,1837,129600
735,731,118500
1046,1011,108500
787,748,104700
384,403,101100
464,425,99100
763,779,120400
1542,1520,126600
602,572,131600
343,268,191300
164,156,157700
757,641,87500
456,438,92900
541,538,134800
1149,1123,137900
181,184,131300
454,429,126500
1893,1874,142900
440,452,140400
710,633,139700
758,723,137500
126,120,261100
2226,2152,81300
1591,1502,120100
216,227,143800
48,52,78600
735,562,205100
348,305,250000
354,321,281200
429,426,298400
595,557,245800
551,535,232800
211,208,260900
413,367,193800
373,359,151700
680,663,143500
292,292,150200
559,569,140100
1133,1083,181000
874,817,142100
1257,1215,158300
998,976,130600
32,32,250000
5,6,137500
217,203,101700
339,319,102900
364,348,126000
187,198,118900
116,115,158500
723,697,189700
67,73,315200
35,35,112500
1116,1135,122000
319,304,127200
266,250,117300
698,702,140300
790,694,218800
267,277,132600
672,652,134800
450,400,126800
916,867,129500
261,256,132200
610,631,151700
65,71,136000
366,339,173400
550,539,175700
315,291,146200
137,145,216400
331,338,198000
166,171,228200
1417,1335,191900
675,642,111500
630,574,101100
185,162,125000
451,452,117600
539,491,118800
31,31,84400
282,297,135600
364,362,210000
827,715,178500
107,109,93800
341,338,128500
1181,1110,154800
135,87,166500
776,794,146400
440,411,107500
158,167,122700
314,291,98100
297,292,133100
333,281,212500
363,340,96400
472,431,94900
257,247,164400
326,345,115800
105,94,81300
566,483,308400
290,274,251800
,275,254700
400,380,257900
988,924,209500
246,217,333300
715,665,233500
560,503,173300
350,339,271700
503,460,297600
846,775,208000
881,838,262300
390,367,248300
,501,332300
284,284,195500
597,586,195500
602,544,193600
550,515,171300
289,251,242100
988,936,213200
446,407,261000
720,632,176000
363,324,192100
560,502,166200
521,471,186800
533,445,149300
411,365,211700
728,605,306600
364,339,295700
352,362,165100
531,458,202800
450,434,190100
271,284,185900
420,400,193800
253,257,201800
418,421,204900
209,229,204500
481,443,188500
416,386,198400
602,568,181900
280,246,156500
250,237,170200
487,547,215200
411,396,189100
358,362,196500
1028,1010,250500
1115,1029,246300
816,755,234500
1390,1392,202300
308,315,75000
338,327,145500
504,472,194100
249,210,230900
463,429,228800
160,167,232100
342,350,267100
461,449,291100
348,381,223800
347,343,200800
469,467,252300
393,345,200600
517,489,251300
393,349,244000
410,398,151600
,778,193300
310,313,243600
579,539,227600
515,533,162600
434,384,285000
235,206,288500
240,228,306000
464,450,261800
542,519,268000
645,620,317700
387,377,310300
609,618,162500
294,291,248000
419,342,292700
743,693,292100
155,162,209600
698,658,183600
936,914,157600
580,501,258100
242,236,158700
414,426,172400
516,492,163500
381,364,160400
335,308,121600
295,295,156300
187,188,255300
697,682,135500
699,642,104200
,397,146500
369,335,67500
676,688,154500
588,557,162000
1001,1043,214000
345,348,253000
254,270,191800
1374,1189,177500
187,197,257800
878,876,227100
345,335,325400
1336,1287,184100
782,764,165400
1606,1475,220300
341,327,160200
627,628,141400
412,424,114100
414,368,129200
464,445,140600
1211,1088,168100
1308,1242,324700
898,887,215900
448,456,196400
529,520,191900
150,154,343100
280,282,344100
304,298,196400
400,403,202700
1037,950,208400
63,62,334400
517,501,246900
1360,1249,259800
661,639,269200
390,348,201200
546,512,216700
211,183,384600
631,625,221100
339,323,293500
525,510,242600
741,721,172200
588,562,169700
154,144,190600
303,304,163100
281,295,161200
241,216,168300
259,268,161200
202,194,178300
337,318,183000
315,280,193200
182,172,165000
343,304,157800
325,316,129900
526,529,124000
281,273,137500
283,242,258300
251,230,350000
415,394,164800
309,308,157000
373,357,175500
376,369,169400
482,458,159300
516,477,167200
573,569,185400
561,530,222100
557,530,233300
537,520,188800
262,259,244600
791,731,194300
527,495,202900
428,433,190300
406,403,141300
603,591,213300
459,441,240200
504,512,275900
335,315,240500
356,334,289100
711,625,381300
830,769,330900
490,515,190300
593,586,186200
437,386,172600
420,397,187800
393,395,176200
477,460,190500
501,506,313000
449,454,255700
330,296,214400
264,251,341500
464,403,265200
332,341,265600
164,163,231800
1016,997,254200
549,527,192000
918,841,248300
388,375,224100
638,615,252100
1298,1158,135400
391,390,156500
287,260,161700
594,585,91500
670,647,178300
1112,1131,197400
,1405,191000
611,567,248600
1020,728,142800
606,586,146900
756,732,199200
767,768,213100
754,677,150000
588,590,170900
496,514,179200
612,546,147900
508,500,140300
166,172,140400
297,274,145000
241,238,146200
62,72,129200
497,493,164300
1007,962,142300
690,629,167600
1104,1041,183600
236,243,304700
524,534,170200
797,746,180000
656,629,345300
885,915,185600
434,416,141000
691,664,143200
476,437,131100
253,248,146000
734,704,143800
296,295,150000
406,401,152300
746,697,157300
309,288,183300
345,314,149100
277,297,144000
475,463,197500
588,610,165000
182,168,169300
551,531,237300
223,225,244400
391,404,204600
451,428,178500
617,599,194400
163,162,175000
423,426,215900
315,317,257200
474,420,166700
292,280,216900
394,388,260300
243,220,233700
257,245,240900
479,467,259900
374,359,222400
205,180,271400
324,306,290700
569,550,244100
628,585,276200
389,391,293900
293,297,305000
369,336,267500
292,288,209500
437,381,268300
387,347,172200
350,308,269800
538,515,296800
930,582,132500
499,259,120000
939,590,162100
282,176,118300
487,322,136900
390,311,153100
746,470,132700
860,571,98700
239,184,148800
492,366,117000
519,474,146500
776,715,187800
314,305,249200
550,512,266200
719,344,117100
,329,251900
1100,1043,240800
1088,1000,195100
848,762,183200
652,632,250800
611,540,139300
360,317,172900
737,687,213800
521,500,173700
348,354,160000
380,380,183300
522,499,174000
557,539,176100
385,374,188600
1023,890,168800
501,364,201700
704,697,244600
147,132,246200
266,250,266700
712,636,287800
328,287,151300
718,629,228000
513,405,241700
284,224,210000
769,673,171900
213,215,140600
389,367,138800
96,74,133300
529,535,134100
712,638,164400
1019,327,295400
311,176,131300
764,518,157500
676,373,232600
524,361,122900
217,139,112500
500,414,262500
298,284,268800
637,418,364800
84,72,208300
729,679,269500
750,746,173300
112,108,156300
93,81,183300
508,497,275300
241,195,187500
86,80,282100
920,923,142700
81,68,85400
129,124,109400
279,266,96400
232,232,94700
249,242,113300
157,151,77300
403,366,77100
198,201,88900
413,408,116400
4,5,85000
659,611,131200
,106,71300
96,100,75000
248,237,87200
403,401,116700
110,94,85200
96,83,112500
164,155,121900
402,397,91900
268,266,90200
666,601,156500
712,742,92700
,596,81500
71,71,179500
89,86,268800
1887,1780,160900
909,970,174400
327,296,176700
154,150,170200
112,112,156300
159,139,174100
543,463,248600
297,301,435000
264,245,161100
420,397,155900
37,37,212500
1212,1123,129300
223,225,187500
285,291,220000
296,287,171400
209,197,187500
1847,1722,151900
59,40,197500
1639,1575,195500
41,43,131300
557,475,137700
650,665,125400
23,33,175000
1906,1853,142200
146,129,196900
598,596,150100
545,519,146400
301,298,162800
379,365,129100
58,37,150000
19,9,162500
661,628,147500
760,705,135600
123,133,146200
180,196,182400
445,460,158100
587,560,109700
18,18,87500
1171,1128,92700
398,380,81400
790,804,145000
771,742,146000
1355,1265,160900
588,578,114500
625,605,110400
327,307,110500
560,558,106400
2424,2289,162100
584,538,137600
902,804,138300
647,672,188400
20,22,225000
657,644,138500
1348,1199,148100
140,136,290500
468,471,185100
384,381,199400
375,326,94900
114,141,149600
476,477,160900
841,680,114300
446,392,130300
172,174,163700
762,718,112800
647,617,112700
124,116,107400
260,275,155500
535,504,121200
1006,874,118600
250,271,117300
511,546,114300
229,220,163200
293,294,121500
393,377,137500
434,434,145200
588,570,127900
632,576,179800
342,356,114200
616,595,100600
167,150,103100
,255,127100
298,302,109100
423,392,90500
395,400,107000
329,302,135600
347,356,106000
623,576,86600
803,779,119000
479,449,110200
459,445,108100
613,581,151400
413,422,138100
331,342,152000
334,297,149400
797,740,111500
459,441,98300
217,199,75500
641,684,109900
400,338,125000
620,570,106000
387,387,102300
584,570,120000
237,208,150000
196,197,125000
307,284,88300
364,352,81800
399,382,83900
370,349,59000
240,266,81300
508,484,77700
1286,1210,95800
35,22,75000
507,468,69900
207,192,81300
95,94,67500
385,361,99600
189,195,70000
202,204,187500
53,62,82500
41,41,162500
177,158,90600
716,724,137500
328,310,90700
504,480,95500
63,63,172200
335,333,110700
359,322,130300
669,663,82500
255,232,76300
418,308,81300
978,838,119000
328,112,189200
124,129,275000
1119,1102,107000
325,326,95500
740,685,88300
52,60,69400
8,9,450000
12,14,67500
659,642,65000
607,605,58800
62,66,73800
500,467,80900
639,600,74900
150,145,79500
477,431,73700
955,932,81300
120,85,60000
420,357,75000
505,515,54100
696,647,129300
604,550,62900
925,817,82100
238,246,68000
,320,58400
132,127,60000
834,787,145900
879,850,122000
439,386,63600
603,555,129300
654,667,142200
887,816,93400
375,375,103900
278,268,97400
574,588,102900
354,332,81500
824,766,111300
369,370,99500
814,686,174800
1673,1575,127800
76,67,87500
51,46,137500
423,398,116100
1217,1087,143600
155,157,170500
630,598,201300
667,652,96800
682,640,84300
89,58,79200
48,47,154200
227,222,81800
159,147,87900
154,139,175000
264,253,178600
256,240,171400
157,150,193800
267,249,204300
70,69,142500
914,856,86200
206,214,133600
206,209,195800
805,832,123100
279,236,180500
705,694,65400
361,334,166100
249,243,154800
176,168,129700
270,273,121400
184,177,82800
325,307,91900
198,173,97900
123,116,129200
,83,187500
820,713,125200
450,474,115200
332,331,128100
448,443,92700
410,330,145600
503,491,161900
406,345,86500
330,245,100000
28,14,112500
49,47,162500
231,214,170800
299,282,162500
96,97,73500
75,75,74200
12,8,75000
112,96,112500
233,230,95000
410,321,71500
230,229,106000
561,551,82100
486,392,115500
706,697,141800
732,712,156900
39,36,175000
62,63,275000
115,115,250000
221,192,157500
245,231,125000
237,233,139100
212,236,135900
,262,137500
335,329,96300
263,263,108300
254,225,90600
123,107,181300
114,86,164800
481,490,145800
134,121,131300
225,234,160700
499,471,110300
195,209,159400
337,332,145600
409,256,133600
985,904,122500
996,962,82800
733,737,76400
271,236,69500
445,409,89400
72,70,61500
612,596,104600
1871,1843,127100
745,633,127500
285,281,93100
484,447,97300
352,348,85700
576,583,86100
285,261,122400
253,254,165800
477,487,150000
495,461,135400
244,231,118500
242,260,138400
1593,1480,106500
252,259,150000
887,825,124800
313,320,126800
604,609,198400
776,767,110700
444,410,103800
60,68,71800
464,451,97100
418,400,72500
637,606,73500
455,489,74000
528,452,65300
411,377,68300
559,506,61500
476,453,65200
309,337,64100
531,497,79500
243,239,63400
328,336,83800
348,344,98800
587,601,65900
539,504,53000
338,311,225000
204,215,94200
425,391,117500
502,489,97200
548,577,100100
